STORE NAME,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,CENSUS TRACT,LATITUDE,LONGITUDE
SAHAR INTERNATIONAL SUPERMARKET,7900,B,4851 N KEDZIE AVE,60625,17031140100,41.9699575396,-87.7083728782
SAM FOOD AND LIQUOR,3000,B,6812 N SHERIDAN RD,60626,17031010502,42.0059448161,-87.6611747511
SANABEL GROCERY & BAKERY,6200,B,4213 N KEDZIE AVE,60618,17031160601,41.9579834025,-87.7079959151
SAVE-A-LOT  #851,114100,A,10700 S HALSTED ST,60628,17031750100,41.6995474147,-87.6427519151
SAVE-A-LOT  #852,14166,A,7240 S STONY ISLAND AVE,60649,17031430400,41.7630223653,-87.5863901619
SAVE-A-LOT # 854,15000,A,7908 S HALSTED ST,60620,17031710800,41.7503223874,-87.6441824061
SAVE-A-LOT   #856,12000,A,5555 W NORTH AVE,60639,17031250700,41.9092745667,-87.7651877850
SAVE-A-LOT  # 858,12000,A,2858 E 83RD ST,60617,17031460302,41.7447308395,-87.5540391375
SAVE-A-LOT  #859,12000,A,420 S PULASKI RD,60624,17031260700,41.8745373122,-87.7255969017
SAVE-A-LOT #860,12500,A,4439 W 63RD ST,60629,17031650301,41.7784159744,-87.7340575715
SAVE-A-LOT  #862,14800,A,4701 S COTTAGE GROVE AVE,60615,17031390400,41.8094892465,-87.6064174294
SAVE-A-LOT # 866,,A,3939 W OGDEN AVE,60623,17031843400,41.8512884900,-87.7238508400
Save-A-Lot #882,16290,A,344 E 63RD ST,60637,17031400800,41.7803216101,-87.6171353804
Save-A-Lot #886,13000,A,148 W 79TH ST,60620,17031691200,41.7509837901,-87.6289614545
SAVEWAY FOOD,3000,B,313 E 43RD ST,60653,17031835800,41.8164863247,-87.6191968314
SERRELLI'S FOODS,4000,B,6454 W NORTH AVE,60707,17031250500,41.9092298950,-87.7871288207
SEVEN ELEVEN,3000,B,1425 W MONTROSE AVE,60613,17031060100,41.9615238247,-87.6660398556
"SEVEN NINE ELEVEN FOOD MART, INC.",4300,B,4884 S ARCHER AVE,60632,17031570400,41.8046211506,-87.7199070655
SHOP & SAVE MARKET,63426,A,5829 S ARCHER AVE,60638,17031560700,41.7960196245,-87.7596833672
SHOP WISE FOOD,6000,B,316 W 103RD ST,60628,17031490700,41.7071739515,-87.6314024214
"S & K FOOD & LIQUOR, INC.",10001,A,7500 S EXCHANGE AVE,60649,17031431302,41.7589927618,-87.5603778108
S L PANTRY & GRILL,2600,B,4759 N SHERIDAN RD,60640,17031031501,41.9690466747,-87.6546740590
SOLID GOLD,3300,B,3821 W ROOSEVELT RD,60624,17031838700,41.8661194940,-87.7209275740
SOUTH SHORE FOOD MARKET INC.,3000,B,7501 S JEFFERY BLVD,60649,17031431200,41.7587872873,-87.5759934845
S. S. FOOD & LIQUOR,2703,B,2427 N CLARK ST,60614,17031070101,41.9263716974,-87.6408000783
STANLEY'S,10001,A,1558 N ELSTON AVE,60622,17031842300,41.9105746696,-87.6622352294
STEVE FOOD & LIQUOR,3500,B,6058 S RACINE AVE,60636,17031670900,41.7833341838,-87.6547432794
STOP & GO FOOD MART,3250,B,1622 W MONTEREY AVE,60643,17031750600,41.6895747692,-87.6627231456
S & T PROVISION CO INC,10001,A,3804 W 111TH ST,60655,17031740300,41.6914459103,-87.7156731039
STRACK & VAN TIL,65400,A,2627 N ELSTON AVE,60647,17031830900,41.9294892740,-87.6836878249
SUN LIQUORS,4350,B,1101 W GRANVILLE AVE,60660,17031030102,41.9944657079,-87.6583928132
SUNRISE FOOD AND LIQUORS,7000,B,3737 W CHICAGO AVE,60651,17031231500,41.8953147590,-87.7201998415
"SUPER DOLLAR AND UP 4, INC.",4000,B,1604 W 59TH ST,60636,670300,41.7868526305,-87.6646155793
SUPER DOLLAR DISCOUNT,3500,B,4801 S ASHLAND AVE,60609,17031611200,41.8066939242,-87.6647716526
"SUPER FOOD & LIQUORS, INC.",4000,B,1049 W BRYN MAWR AVE,60660,17031030701,41.9835639150,-87.6571462910
SUPER FURNITURE & FOOD MART,4000,B,5257 S ASHLAND AVE,60609,17031611900,41.7978225881,-87.6645368783
SUPERIOR NUT & CANDY  CO.I INC.,10005,A,1111 W 40TH ST,60609,17031842600,41.8209574940,-87.6537783218
SUPER JIM'S,4500,B,5147 W DIVISION ST,60651,17031251100,41.9021472222,-87.7552393884
SUPERMARKET & TAQUERIA CARO,4524,B,4937 W 47TH ST,60638,17031560300,41.8074608778,-87.7470605710
SUPER MAS MARKET,32000,A,1422 W 47TH ST,60609,17031842600,41.8087654583,-87.6611701084
SUPERMERCADO ALEX,9375,B,4134 W 31ST ST,60623,17031301803,41.8369472381,-87.7281423632
SUPERMERCADO CHAPALA,10001,A,7117 N CLARK ST,60626,17031010702,42.0119757995,-87.6743840578
SUPERMERCADO EL CUBANO INC,2750,B,4939 S ASHLAND AVE,60609,17031611200,41.8037823230,-87.6646953279
SUPERMERCADO EL GUERO #10 INC,10001,A,4023 S ARCHER AVE,60632,17031580600,41.8205830407,-87.6934261660
SUPERMERCADO EL GUERO NO. 8,14000,A,2101 W CERMAK RD,60608,17031841300,41.8520256918,-87.6784122433
SUPER MERCADO EL GUERRO,9375,B,1701 W 47TH ST,60609,17031611300,41.8084712383,-87.6674545133
SUPERMERCADO EL MEXICANO,4387,B,6701 N CLARK ST,60626,17031830600,42.0035849743,-87.6723519319
SUPERMERCADO GELA'S,3125,B,2701 S LAWNDALE AVE,60623,17031301701,41.8424245295,-87.7170303155
SUPERMERCADO GUADALAJARA #2,6000,B,2300 S KEDZIE AVE,60623,17031300800,41.8498575327,-87.7053434771
SUPERMERCADO GUERRERO,3800,B,3100 W CERMAK RD,60623,17031841700,41.8519083675,-87.7028759890
SUPER MERCADO LA CHIQUITA,9500,B,3555 W 26TH ST,60623,17031301600,41.8442791237,-87.7145537663
SUPERMERCADO LA CHIQUTIA # 4,10001,A,2623 S PULASKI RD,60623,17031301701,41.8435348913,-87.7243821794
SUPERMERCADO LA VILLA,9000,B,5020 W FULLERTON AVE,60639,17031190800,41.9242727136,-87.7521150377
Supermercado Santos,4000,B,4045 W 31ST ST,60623,17031830500,41.8367499608,-87.7261326568
SUPERMERCADO TEPECOA GUERRERO,3500,B,3629 W 63RD ST,60629,17031650302,41.7786847162,-87.7142516633
"SWEQI FOOD MART, INC.",2600,B,4100 W NORTH AVE,60639,17031230500,41.9099608832,-87.7288749604
"SZYMANSKI BROS, INC",3000,B,6016 W IRVING RD,60634,17031150502,41.9531497374,-87.7775174877
TAI NAM CORPORATION,10001,A,4925 N BROADWAY,60640,17031031200,41.9722135570,-87.6596091001
TAI WAH GROCERY,3200,B,2226 S WENTWORTH AVE,60616,17031841100,41.8521271977,-87.6321439957
THE CELLAR,5000,B,3106 N HARLEM AVE,60634,17031170900,41.9366131328,-87.8068475211
THE FISH KEG INC,4000,B,2233 W HOWARD ST,60645,17031020100,42.0193947424,-87.6860204976
THE MARKET PLACE FOODSTORE,16900,A,521 W DIVERSEY PKWY,60614,17031070102,41.9327439571,-87.6422188452
THE NEIGHBORHOOD STORE,4200,B,8313 S RACINE AVE,60620,17031711000,41.7427877337,-87.6533842508
THE PRODUCE CENTER,12000,A,5820 N MILWAUKEE AVE,60646,17031100100,41.9872696368,-87.7785157048
The Unit,3500,B,2523 E 75TH ST,60649,17031431302,41.7589223174,-87.5628760391
THE WAREHOUSE,6000,B,538 W 119TH ST,60628,17031530200,41.6779860017,-87.6362008551
THREE BROTHER,10001,A,900 N FRANCISCO AVE,60622,17031242700,41.8981068159,-87.6993783779
THREE R FOOD,3000,B,2712 W MONTROSE AVE,60618,17031140800,41.9613709450,-87.6966693474
"THREE ROOSTERS, INC.",4830,B,12247 S HALSTED ST,60628,17031530501,41.6709717654,-87.6415330496
Three Stars Liquors,4600,B,310 N KOSTNER AVE,60624,17031260400,41.8858229904,-87.7357878114
THRIFTY FOOD,4000,B,928 W WILSON AVE,60640,17031031501,41.9655577007,-87.6535592790
TIERRA CALIENTE MARKET,3125,B,1402 N ASHLAND AVE,60622,17031241500,41.9071018181,-87.6677396553
"TONY'S FINER FOODS ENTERPRISES, INC.",35000,A,2500 N CENTRAL AVE,60639,17031190602,41.9258928802,-87.7662048258
"TONY'S FINER FOODS ENTERPRISES, INC.",21000,A,3607 W FULLERTON AVE,60647,17031220902,41.9244900940,-87.7172881310
"TONY'S FINER FOODS ENTERPRISES, INC.",31000,A,4137 N ELSTON AVE,60618,17031160400,41.9561262015,-87.7224828263
"TONY'S FINER FOODS ENTERPRISES, INC.",33000,A,4608 W BELMONT AVE,60641,17031151002,41.9389938243,-87.7426989895
TRADER JOE'S,15000,A,3745 N LINCOLN AVE,60613,17031050600,41.9499611711,-87.6756711293
TRADER JOE'S EAST,10615,A,44 E ONTARIO ST,60611,17031081500,41.8934080204,-87.6264377426
TRADER JOE'S EAST,11600,A,1840 N CLYBOURN AVE,60614,17031832600,41.9144237141,-87.6546278430
TRATTORIA ISABELLA,3365,B,217 N JEFFERSON ST,60661,17031280100,41.8862936679,-87.6426439206
TREASURE ISLAND FOODS,10001,A,3460 N BROADWAY,60657,17031062000,41.9448282656,-87.6458934884
TREASURE ISLAND FOODS,10001,A,1639 N WELLS ST,60614,17031071500,41.9123117952,-87.6345988555
TREASURE ISLAND FOODS,10001,A,2121 N CLYBOURN AVE,60614,17031832500,41.9198996840,-87.6618055364
TREASURE ISLAND FOODS,10001,A,680 N LAKE SHORE DR,60611,17031081401,41.8947983703,-87.6158666457
TREASURE ISLAND FOODS INC,10001,A,75 W ELM ST,60610,17031081000,41.9030261368,-87.6313487722
TWO BLUE FOODS INC,3000,B,702 E 100TH PL,60628,17031500100,41.7124037870,-87.6051275894
T & Z MEAT,3000,B,3021 N CICERO AVE,60641,17031190100,41.9358159257,-87.7466186972
ULTRA FOODS,87600,A,3250 W 87TH ST,60652,17031700402,41.7352740895,-87.7035112835
VIET HOA PLAZA,6174,B,1051 W ARGYLE ST,60640,17031031200,41.9731740098,-87.6569923349
WALGREENS #05034,,A,6315 S KEDZIE AVE,60629,17031660600,41.7784213400,-87.7029760600
WALGREENS # 05192,,A,2924 E 92ND ST,60617,17031461000,41.7283365400,-87.5528602400
WALGREENS # 06297,,A,6016 W 63RD ST,60638,17031640300,41.7779581600,-87.7722942000
WALGREENS #11410,,A,1627 N PULASKI RD,60639,17031230400,41.9107144800,-87.7262104200
WALGREENS #162,,A,1554 E 55TH ST,60615,17031410800,41.7952973200,-87.5878225600
WALGREENS #2073,,A,5401 S WENTWORTH AVE,60609,17031835600,41.7962348800,-87.6304049200
WALGREENS #226,,A,4005 W 26TH ST,60623,17031301802,41.8441446900,-87.7247782500
WALGREENS #232,,A,3405 S DR MARTIN LUTHER KING JR DR,60616,17031351000,41.8326245000,-87.6168411000
WALGREENS #2923,,A,6330 S DR MARTIN LUTHER KING JR DR,60637,17031842500,41.7792976100,-87.6157498800
WALLY'S INTERNATIONAL MARKET,10001,A,3256 N MILWAUKEE AVE,60618,17031831100,41.9401778125,-87.7258584348
WALLY'S MARKET INC,33000,A,6601 W IRVING PARK RD,60634,17031170300,41.9527216579,-87.7913622126
WALMART,,A,1424 W 47TH ST,60609,17031842600,41.8087682900,-87.6609882100
WALMART,,A,10900 S DOTY AVE W,60628,17031500200,41.6963136800,-87.5966322400
WASHINGTON GROCERY,4200,B,4139 W FIFTH AVE,60624,17031261000,41.8718636117,-87.7290573726
"WAY LOW DISCOUNT FOOD, INC.",2500,B,1551 S KEDZIE AVE,60623,17031843100,41.8598459614,-87.7053385540
WEST HAVEN MARKET & GRILL,3200,B,2132 W WASHINGTON BLVD,60612,17031837800,41.8831944724,-87.6804664902
WEST LAWN FOODS,17000,A,5838 S PULASKI RD,60629,17031620300,41.7866084095,-87.7231300289
WHOLE FOODS MARKET,74883,A,1550 N KINGSBURY ST,60642,17031842200,41.9093987878,-87.6530506979
WHOLE FOODS MARKET,30591,A,30 W HURON ST,60610,17031081600,41.8949686732,-87.6293991787
WHOLE FOODS MARKET,19740,A,3640 N HALSTED ST,60613,17031061000,41.9485198030,-87.6496701249
WHOLE FOODS MARKET,11310,A,1101 S CANAL ST,60607,17031841900,41.8688897111,-87.6390989281
WHOLE FOODS MARKET,6335,B,6020 N CICERO AVE,60646,17031120200,41.9904947718,-87.7484774142
WHOLE FOODS MARKET,4501,B,3300 N ASHLAND AVE,60657,17031062500,41.9415658578,-87.6688604029
WILLIAM'S PRODUCE,6375,B,6309 W GRAND AVE,60639,17031191301,41.9218942299,-87.7833975200
WINDY CITY INC,4225,B,324 S CICERO AVE,60644,17031252202,41.8759443554,-87.7452502275
W K R B FOOD & LIQUOR,4340,B,9361 S COTTAGE GROVE AVE,60619,17031440800,41.7238602893,-87.6043647208
WORLD FRESH MARKET,5500,B,2434 W DEVON AVE,60659,17031020602,41.9978179260,-87.6912518856
W & R FOOD & LIQUOR INC,2700,B,1717 E 79TH ST,60649,17031460500,41.7514187003,-87.5822058165
ZEE DOLLAR AND FOOD,3000,B,375 E 75TH ST,60619,17031691300,41.7582933150,-87.6153541087
ZIAD CERTIFIED FOODS,2500,B,513 E 47TH ST,60653,17031381200,41.8093228701,-87.6133355212
Z & S FOOD & LIQUOR,6000,B,1351 W 87TH ST,60620,17031711400,41.7357569772,-87.6578282347
